B,G,R,TONE
137,177,226,fair
129,172,215,fair
160,169,233,fair
166,182,235,fair
149,186,236,fair
129,169,222,fair
141,181,246,fair
166,180,233,fair
147,183,231,fair
140,185,252,fair
168,183,232,fair
129,168,220,fair
130,176,230,fair
151,187,233,fair
150,183,222,fair
153,168,224,fair
133,177,241,fair
131,164,220,fair
128,168,220,fair
161,181,236,fair
139,184,251,fair
139,179,244,fair
165,186,224,fair
152,166,232,fair
151,189,253,fair
152,168,221,fair
143,179,249,fair
131,170,225,fair
167,180,236,fair
148,184,254,fair
171,182,234,fair
158,196,228,fair
130,169,221,fair
165,186,247,fair
146,189,252,fair
142,179,223,fair
158,174,221,fair
132,167,217,fair
125,167,214,fair
134,174,227,fair
147,169,234,fair
153,188,252,fair
163,183,231,fair
165,178,224,fair
142,176,229,fair
151,188,232,fair
171,186,232,fair
133,168,218,fair
163,179,226,fair
136,173,223,fair
144,180,226,fair
171,181,235,fair
168,184,231,fair
129,170,219,fair
158,174,221,fair
148,173,237,fair
126,170,233,fair
168,184,231,fair
148,181,230,fair
166,180,229,fair
143,165,230,fair
170,184,237,fair
137,176,228,fair
138,180,239,fair
152,164,228,fair
158,174,227,fair
151,189,253,fair
130,166,230,fair
140,167,231,fair
146,172,232,fair
142,180,245,fair
158,194,254,fair
168,184,226,fair
168,182,235,fair
143,183,248,fair
154,175,226,fair
142,173,218,fair
148,181,231,fair
146,186,251,fair
147,184,222,fair
142,179,223,fair
159,195,235,fair
153,189,235,fair
158,194,254,fair
152,164,228,fair
149,193,254,fair
127,166,218,fair
143,181,253,fair
169,181,229,fair
168,200,253,fair
132,166,219,fair
139,179,244,fair
170,190,238,fair
152,190,254,fair
134,172,220,fair
149,187,252,fair
142,180,228,fair
143,184,229,fair
165,182,225,fair
137,173,219,fair
170,189,240,fair
134,168,221,fair
152,166,232,fair
164,179,228,fair
140,178,226,fair
144,164,229,fair
168,184,237,fair
165,181,228,fair
170,184,236,fair
166,178,232,fair
142,183,246,fair
170,184,232,fair
150,167,230,fair
144,169,233,fair
123,164,213,fair
169,185,228,fair
166,180,233,fair
142,177,227,fair
140,180,245,fair
146,188,253,fair
122,176,236,fair
160,188,252,fair
169,183,235,fair
128,171,228,fair
146,193,247,fair
128,167,219,fair
163,190,246,fair
137,173,221,fair
127,165,219,fair
164,178,231,fair
139,180,225,fair
136,169,215,fair
155,172,221,fair
150,197,251,fair
150,188,253,fair
143,185,232,fair
128,167,219,fair
171,185,238,fair
149,187,252,fair
166,182,229,fair
167,181,234,fair
124,164,216,fair
171,185,238,fair
154,169,232,fair
142,174,227,fair
167,184,233,fair
157,175,234,fair
150,188,252,fair
135,165,230,fair
171,185,238,fair
169,185,232,fair
157,183,220,fair
149,166,229,fair
146,179,224,fair
164,178,227,fair
166,177,234,fair
143,165,231,fair
142,172,219,fair
131,171,223,fair
170,184,236,fair
152,167,230,fair
138,180,223,fair
141,179,221,fair
137,176,221,fair
124,166,225,fair
146,168,226,fair
142,166,232,fair
170,191,243,fair
152,190,254,fair
128,171,220,fair
126,169,220,fair
166,179,235,fair
149,189,254,fair
135,175,227,fair
136,178,243,fair
165,186,247,fair
126,173,235,fair
142,181,226,fair
151,189,253,fair
169,185,238,fair
151,169,230,fair
140,175,218,fair
130,173,230,fair
151,189,253,fair
161,168,231,fair
140,184,247,fair
169,186,235,fair
152,176,236,fair
148,188,253,fair
154,166,232,fair
157,175,236,fair
143,169,236,fair
167,183,230,fair
153,189,225,fair
146,164,229,fair
160,177,234,fair
129,169,218,fair
139,166,230,fair
147,187,252,fair
171,186,232,fair
129,168,223,fair
137,183,247,fair
150,168,233,fair
137,182,249,fair
169,188,233,fair
155,171,224,fair
156,172,218,fair
144,185,248,fair
153,171,232,fair
166,183,226,fair
139,179,221,fair
143,178,228,fair
169,185,231,fair
140,180,238,fair
148,188,253,fair
156,191,231,fair
135,175,234,fair
137,176,221,fair
167,179,221,fair
136,177,226,fair
167,183,229,fair
139,169,224,fair
156,169,248,fair
144,186,253,fair
147,183,253,fair
160,180,237,fair
162,177,226,fair
145,185,250,fair
147,187,252,fair
124,164,216,fair
142,185,242,fair
126,165,220,fair
170,184,237,fair
128,168,220,fair
145,189,243,fair
123,164,227,fair
171,190,241,fair
139,165,231,fair
126,165,217,fair
142,187,248,fair
148,188,253,fair
141,174,224,fair
149,185,231,fair
128,167,219,fair
167,181,233,fair
151,189,253,fair
136,178,237,fair
152,190,254,fair
147,189,254,fair
149,182,231,fair
150,188,253,fair
143,182,250,fair
169,183,236,fair
167,182,231,fair
121,166,217,fair
152,166,232,fair
141,181,229,fair
171,186,232,fair
145,188,251,fair
126,165,217,fair
149,187,251,fair
133,177,231,fair
134,179,240,fair
128,166,230,fair
164,181,237,fair
132,172,231,fair
170,186,228,fair
164,179,228,fair
138,174,228,fair
145,165,230,fair
138,164,231,fair
143,168,232,fair
143,186,253,fair
147,188,250,fair
153,192,254,fair
166,182,225,fair
135,172,222,fair
145,178,241,fair
146,185,253,fair
148,191,248,fair
171,189,230,fair
133,164,215,fair
150,192,251,fair
152,190,254,fair
142,164,222,fair
143,167,233,fair
151,189,253,fair
144,186,251,fair
155,192,254,fair
166,180,233,fair
160,175,224,fair
156,179,235,fair
131,171,223,fair
147,169,227,fair
139,178,246,fair
158,177,222,fair
143,165,230,fair
165,179,232,fair
166,178,232,fair
124,170,218,fair
152,170,231,fair
169,183,231,fair
137,173,227,fair
145,184,229,fair
130,172,219,fair
163,177,229,fair
167,181,234,fair
135,175,223,fair
148,185,237,fair
158,174,220,fair
139,179,228,fair
145,186,248,fair
166,179,225,fair
159,185,232,fair
167,181,229,fair
147,186,254,fair
129,168,223,fair
163,178,234,fair
152,182,231,fair
148,188,253,fair
152,190,254,fair
165,179,228,fair
166,182,229,fair
171,185,234,fair
142,184,249,fair
166,181,227,fair
128,166,220,fair
170,186,229,fair
170,188,235,fair
152,190,254,fair
166,179,231,fair
145,182,226,fair
141,175,241,fair
130,165,221,fair
129,170,219,fair
148,182,218,fair
162,176,228,fair
160,178,239,fair
146,183,235,fair
133,173,226,fair
152,170,235,fair
134,174,226,fair
145,181,235,fair
159,172,234,fair
152,191,253,fair
121,170,226,fair
161,170,234,fair
152,191,253,fair
167,188,240,fair
156,190,233,fair
155,190,254,fair
166,182,235,fair
170,186,233,fair
169,176,239,fair
147,190,247,fair
170,187,230,fair
141,166,222,fair
169,186,237,fair
149,187,251,fair
167,183,226,fair
137,164,231,fair
136,171,221,fair
155,177,235,fair
161,175,228,fair
138,176,224,fair
150,188,252,fair
161,182,237,fair
159,176,219,fair
162,188,225,fair
134,170,218,fair
167,181,230,fair
124,165,228,fair
157,194,254,fair
143,176,222,fair
163,177,229,fair
141,181,230,fair
150,166,232,fair
148,165,214,fair
144,183,252,fair
157,186,231,fair
153,192,254,fair
169,183,231,fair
169,183,236,fair
133,171,229,fair
146,185,253,fair
145,181,245,fair
149,188,243,fair
150,168,233,fair
168,182,234,fair
171,185,227,fair
160,167,230,fair
135,171,225,fair
167,184,235,fair
151,189,253,fair
161,177,230,fair
168,182,235,fair
140,180,245,fair
163,183,238,fair
143,180,238,fair
131,174,225,fair
133,170,222,fair
147,167,232,fair
133,164,217,fair
145,186,231,fair
151,174,230,fair
134,167,223,fair
171,187,233,fair
131,164,227,fair
144,180,250,fair
138,175,231,fair
148,189,252,fair
144,181,225,fair
137,175,233,fair
143,180,224,fair
145,180,230,fair
134,164,219,fair
155,184,229,fair
136,178,225,fair
163,179,232,fair
164,177,229,fair
151,189,253,fair
156,176,231,fair
167,181,234,fair
131,165,219,fair
134,169,219,fair
152,190,254,fair
162,183,245,fair
150,188,252,fair
149,187,251,fair
150,188,252,fair
159,180,231,fair
131,165,219,fair
171,183,231,fair
125,169,228,fair
144,182,236,fair
164,167,228,fair
134,168,221,fair
148,171,233,fair
168,182,234,fair
155,175,233,fair
146,189,252,fair
145,178,227,fair
147,189,254,fair
149,170,215,fair
125,169,222,fair
167,184,235,fair
143,177,223,fair
169,182,238,fair
149,170,231,fair
148,191,248,fair
164,178,231,fair
155,182,238,fair
152,190,254,fair
149,186,236,fair
170,184,233,fair
153,192,254,fair
126,165,217,fair
157,176,237,fair
126,165,217,fair
136,178,243,fair
166,181,230,fair
152,182,231,fair
150,173,241,fair
151,189,253,fair
154,174,229,fair
169,185,238,fair
150,188,253,fair
143,180,232,fair
153,174,219,fair
142,179,229,fair
125,165,217,fair
159,175,222,fair
152,170,231,fair
145,169,235,fair
170,186,232,fair
136,171,227,fair
146,170,222,fair
166,179,231,fair
142,167,231,fair
136,164,229,fair
137,171,224,fair
150,185,228,fair
161,175,223,fair
127,168,230,fair
160,176,223,fair
146,180,240,fair
141,165,231,fair
148,186,250,fair
171,184,230,fair
139,179,227,fair
154,190,236,fair
130,170,222,fair
147,171,231,fair
147,168,230,fair
136,173,223,fair
128,167,219,fair
171,185,237,fair
145,189,250,fair
158,179,241,fair
134,178,239,fair
152,190,254,fair
162,176,225,fair
144,164,229,fair
128,167,219,fair
169,183,231,fair
164,177,221,fair
157,175,222,fair
125,164,219,fair
165,181,227,fair
150,165,228,fair
154,191,225,fair
135,178,241,fair
150,165,228,fair
152,176,236,fair
144,174,229,fair
147,184,252,fair
169,185,228,fair
152,190,254,fair
122,168,222,fair
151,187,233,fair
159,196,254,fair
169,183,235,fair
166,180,233,fair
131,167,221,fair
142,179,231,fair
166,180,228,fair
167,182,228,fair
125,164,216,fair
130,170,223,fair
145,183,248,fair
142,182,247,fair
171,185,233,fair
162,177,226,fair
133,173,225,fair
154,185,230,fair
50,93,142,dark
61,105,158,dark
55,73,132,dark
60,100,152,dark
39,93,148,dark
41,87,141,dark
48,103,148,dark
46,109,153,dark
54,108,163,dark
81,87,130,dark
72,79,122,dark
79,90,128,dark
83,90,139,dark
60,60,60,dark
43,97,158,dark
32,72,60,dark
91,94,79,dark
43,87,134,dark
46,99,156,dark
51,97,145,dark
43,98,149,dark
63,80,143,dark
45,75,56,dark
83,93,133,dark
83,92,130,dark
52,93,142,dark
43,90,134,dark
74,79,124,dark
43,96,153,dark
33,81,55,dark
72,75,53,dark
62,76,134,dark
58,93,143,dark
67,68,58,dark
74,80,127,dark
61,59,51,dark
72,81,125,dark
50,102,148,dark
55,101,149,dark
37,88,150,dark
50,109,88,dark
76,82,127,dark
78,87,131,dark
67,96,147,dark
57,97,149,dark
92,89,74,dark
39,80,65,dark
87,97,145,dark
74,99,149,dark
60,58,47,dark
54,97,148,dark
49,49,49,dark
72,93,131,dark
78,89,127,dark
51,99,157,dark
80,88,128,dark
56,96,148,dark
49,97,161,dark
71,81,121,dark
60,107,158,dark
44,98,151,dark
48,96,148,dark
84,88,47,dark
45,106,78,dark
47,35,111,dark
58,105,156,dark
46,103,159,dark
44,93,155,dark
46,103,154,dark
92,82,64,dark
75,77,48,dark
59,98,150,dark
34,85,147,dark
78,95,146,dark
75,83,123,dark
46,97,160,dark
64,66,46,dark
45,48,46,dark
45,85,133,dark
45,71,125,dark
79,79,49,dark
39,85,143,dark
54,108,163,dark
59,101,146,dark
51,51,51,dark
79,88,126,dark
50,75,139,dark
90,85,147,dark
56,96,144,dark
52,99,153,dark
79,85,128,dark
40,87,143,dark
44,86,139,dark
78,91,129,dark
62,62,62,dark
43,104,148,dark
84,92,132,dark
57,54,46,dark
93,88,149,dark
60,95,145,dark
48,79,130,dark
51,105,158,dark
58,106,158,dark
48,102,155,dark
57,98,147,dark
52,100,158,dark
77,85,125,dark
90,97,64,dark
51,68,124,dark
56,105,161,dark
73,82,125,dark
80,86,129,dark
50,50,50,dark
82,67,71,dark
47,90,139,dark
82,91,129,dark
54,72,131,dark
48,99,91,dark
32,94,78,dark
93,75,52,dark
73,81,121,dark
52,99,150,dark
78,86,126,dark
52,93,142,dark
77,93,130,dark
54,97,148,dark
49,91,136,dark
56,103,154,dark
54,101,152,dark
81,88,127,dark
81,90,128,dark
46,103,164,dark
82,91,129,dark
71,82,120,dark
61,104,153,dark
44,93,149,dark
34,84,144,dark
93,95,65,dark
75,78,82,dark
73,79,126,dark
55,98,149,dark
55,104,154,dark
70,79,122,dark
33,82,54,dark
77,75,51,dark
67,100,156,dark
39,96,148,dark
56,100,153,dark
42,91,147,dark
60,78,143,dark
69,88,126,dark
46,90,137,dark
85,83,49,dark
56,78,144,dark
64,86,134,dark
57,85,72,dark
79,79,55,dark
77,77,47,dark
62,99,143,dark
51,106,151,dark
42,104,158,dark
47,48,46,dark
64,64,64,dark
64,104,156,dark
77,90,128,dark
62,61,51,dark
58,56,46,dark
40,105,84,dark
80,88,128,dark
51,90,142,dark
59,100,149,dark
87,91,144,dark
39,72,51,dark
79,88,126,dark
76,79,70,dark
44,89,140,dark
78,110,159,dark
31,74,117,dark
89,93,142,dark
58,99,148,dark
54,102,150,dark
68,83,122,dark
58,98,150,dark
91,89,48,dark
78,88,128,dark
69,79,126,dark
38,67,118,dark
80,110,75,dark
73,82,119,dark
50,93,142,dark
33,105,93,dark
92,98,151,dark
86,80,61,dark
79,79,49,dark
56,97,146,dark
61,101,153,dark
56,87,72,dark
76,92,129,dark
46,69,125,dark
40,90,150,dark
58,99,148,dark
46,93,145,dark
62,78,137,dark
60,60,60,dark
86,86,68,dark
85,92,141,dark
48,103,154,dark
70,79,122,dark
80,88,128,dark
50,99,145,dark
73,86,124,dark
52,102,155,dark
56,73,130,dark
45,93,159,dark
54,104,157,dark
92,96,54,dark
58,105,157,dark
80,88,128,dark
56,105,161,dark
56,104,156,dark
66,96,155,dark
55,113,88,dark
86,99,145,dark
50,104,157,dark
61,99,153,dark
51,106,151,dark
47,93,140,dark
56,104,156,dark
72,85,141,dark
51,103,156,dark
43,92,148,dark
70,97,134,dark
75,81,126,dark
55,95,143,dark
48,90,137,dark
44,101,152,dark
77,84,127,dark
45,91,138,dark
62,93,148,dark
81,89,129,dark
58,57,67,dark
56,96,148,dark
31,71,53,dark
59,104,148,dark
77,85,125,dark
31,81,133,dark
88,89,49,dark
69,79,119,dark
56,73,130,dark
81,93,129,dark
50,101,151,dark
64,52,50,dark
35,107,85,dark
53,110,161,dark
88,91,59,dark
63,77,136,dark
55,98,149,dark
48,97,159,dark
56,56,56,dark
77,84,127,dark
59,58,48,dark
79,85,128,dark
60,78,141,dark
51,93,140,dark
46,92,146,dark
39,86,138,dark
50,70,128,dark
57,99,74,dark
58,57,47,dark
92,87,148,dark
54,96,143,dark
58,75,138,dark
86,108,144,dark
91,97,150,dark
69,78,122,dark
92,98,151,dark
53,53,53,dark
61,59,49,dark
56,71,127,dark
57,98,147,dark
53,87,147,dark
47,89,142,dark
48,88,140,dark
88,114,101,dark
45,62,125,dark
70,72,60,dark
35,82,126,dark
50,100,152,dark
79,88,126,dark
50,99,161,dark
43,90,142,dark
56,72,61,dark
83,89,130,dark
51,103,163,dark
37,88,60,dark
51,103,149,dark
32,82,64,dark
59,57,46,dark
79,86,125,dark
48,94,141,dark
43,96,153,dark
46,103,159,dark
71,77,124,dark
78,86,126,dark
50,92,139,dark
48,97,143,dark
52,93,142,dark
56,110,163,dark
51,100,162,dark
80,91,129,dark
75,84,128,dark
38,80,49,dark
85,93,133,dark
67,67,55,dark
65,66,46,dark
56,101,152,dark
81,87,128,dark
76,77,51,dark
58,101,150,dark
46,93,144,dark
43,82,56,dark
83,89,130,dark
80,96,143,dark
54,54,54,dark
54,103,83,dark
53,100,154,dark
67,83,142,dark
56,99,150,dark
49,92,141,dark
42,101,146,dark
49,106,158,dark
58,103,154,dark
54,100,148,dark
78,77,56,dark
58,56,46,dark
66,35,62,dark
47,97,157,dark
59,100,149,dark
56,102,149,dark
83,92,130,dark
60,95,145,dark
51,95,142,dark
46,91,142,dark
91,84,65,dark
49,100,163,dark
54,99,156,dark
57,88,141,dark
48,88,136,dark
38,87,135,dark
53,103,156,dark
49,104,155,dark
35,112,98,dark
46,65,126,dark
42,82,124,dark
49,103,156,dark
70,70,54,dark
81,90,128,dark
72,84,124,dark
83,92,130,dark
77,83,128,dark
93,88,150,dark
44,94,147,dark
56,103,154,dark
62,51,91,dark
50,108,160,dark
58,97,136,dark
82,81,55,dark
86,94,134,dark
42,107,151,dark
42,86,133,dark
42,90,54,dark
80,87,130,dark
74,81,46,dark
46,105,90,dark
85,98,136,dark
79,85,128,dark
57,107,159,dark
59,108,76,dark
84,93,131,dark
44,89,132,dark
41,91,144,dark
91,81,63,dark
52,93,142,dark
43,90,144,dark
46,102,151,dark
73,79,126,dark
51,93,138,dark
51,108,159,dark
49,73,127,dark
50,92,139,dark
81,80,52,dark
50,51,49,dark
47,98,148,dark
76,87,125,dark
84,87,48,dark
48,94,141,dark
93,77,60,dark
38,65,122,dark
58,99,148,dark
54,95,144,dark
49,93,140,dark
93,88,150,dark
53,76,132,dark
47,91,138,dark
90,87,56,dark
44,86,131,dark
44,98,153,dark
53,96,147,dark
55,96,145,dark
48,92,139,dark
89,93,142,dark
47,90,133,dark
93,88,150,dark
45,99,159,dark
64,82,143,dark
64,108,161,dark
53,53,53,dark
52,52,52,dark
82,88,131,dark
50,51,49,dark
52,92,144,dark
37,85,61,dark
62,62,48,dark
78,87,125,dark
45,66,128,dark
37,83,147,dark
53,89,135,dark
58,60,54,dark
49,72,128,dark
44,89,140,dark
78,85,128,dark
90,85,146,dark
54,95,144,dark
35,81,59,dark
47,91,138,dark
76,83,126,dark
84,94,134,dark
47,90,141,dark
66,89,51,dark
49,88,132,dark
75,87,123,dark
66,67,51,dark
66,68,49,dark
53,95,137,dark
54,54,54,dark
79,75,51,dark
61,62,46,dark
42,96,73,dark
58,89,134,dark
66,66,48,dark
80,89,127,dark
84,93,131,dark
81,82,56,dark
62,62,62,dark
55,96,145,dark
74,79,124,dark
87,91,140,dark
36,81,65,dark
55,101,149,dark
55,92,136,dark
50,92,145,dark
54,104,157,dark
92,113,145,dark
45,68,124,dark
